"SchoolYear","State","LEA_ID","LEA","Group","Description","Value","Value_Min","Value_Max","Denominator","Grade","Subject"
"2018-2019","OHIO",3904413,"Huron City Schools",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,120,"High School","Mathematics"
"2018-2019","OHIO",3904414,"Ironton City School District",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,103,"High School","Mathematics"
"2018-2019","OHIO",3904415,"Jackson City",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,184,"High School","Mathematics"
"2018-2019","OHIO",3904416,"Kent City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,286,"High School","Mathematics"
"2018-2019","OHIO",3904418,"Kettering City School District",583,"Performance on Statewide Mathematics Assessment","63",63,63,562,"High School","Mathematics"
"2018-2019","OHIO",3904419,"Lakewood City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,300,"High School","Mathematics"
"2018-2019","OHIO",3904420,"Lancaster City",583,"Performance on Statewide Mathematics Assessment","42",42,42,449,"High School","Mathematics"
"2018-2019","OHIO",3904421,"Lebanon City",583,"Performance on Statewide Mathematics Assessment","48",48,48,448,"High School","Mathematics"
"2018-2019","OHIO",3904422,"Lima City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,249,"High School","Mathematics"
"2018-2019","OHIO",3904423,"Lockland Local",583,"Performance on Statewide Mathematics Assessment","LE10",0,10,53,"High School","Mathematics"
"2018-2019","OHIO",3904424,"Logan-Hocking Local",583,"Performance on Statewide Mathematics Assessment","50-54",50,54,292,"High School","Mathematics"
"2018-2019","OHIO",3904425,"London City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,173,"High School","Mathematics"
"2018-2019","OHIO",3904426,"Lorain City",583,"Performance on Statewide Mathematics Assessment","22",22,22,312,"High School","Mathematics"
"2018-2019","OHIO",3904427,"Loveland City",583,"Performance on Statewide Mathematics Assessment","76",76,76,361,"High School","Mathematics"
"2018-2019","OHIO",3904428,"Madeira City",583,"Performance on Statewide Mathematics Assessment","85-89",85,89,108,"High School","Mathematics"
"2018-2019","OHIO",3904429,"Mansfield City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,234,"High School","Mathematics"
"2018-2019","OHIO",3904430,"Maple Heights City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,290,"High School","Mathematics"
"2018-2019","OHIO",3904431,"Mariemont City",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,114,"High School","Mathematics"
"2018-2019","OHIO",3904433,"Marion City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,299,"High School","Mathematics"
"2018-2019","OHIO",3904434,"Martins Ferry City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,84,"High School","Mathematics"
"2018-2019","OHIO",3904435,"Massillon City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,241,"High School","Mathematics"
"2018-2019","OHIO",3904436,"Maumee City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,185,"High School","Mathematics"
"2018-2019","OHIO",3904437,"Mayfield City",583,"Performance on Statewide Mathematics Assessment","60",60,60,353,"High School","Mathematics"
"2018-2019","OHIO",3904438,"Medina City SD",583,"Performance on Statewide Mathematics Assessment","65",65,65,551,"High School","Mathematics"
"2018-2019","OHIO",3904439,"Miamisburg City",583,"Performance on Statewide Mathematics Assessment","46",46,46,411,"High School","Mathematics"
"2018-2019","OHIO",3904440,"Middletown City",583,"Performance on Statewide Mathematics Assessment","20",20,20,424,"High School","Mathematics"
"2018-2019","OHIO",3904441,"Mt Healthy City",583,"Performance on Statewide Mathematics Assessment","10-14",10,14,173,"High School","Mathematics"
"2018-2019","OHIO",3904443,"Napoleon Area City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,146,"High School","Mathematics"
"2018-2019","OHIO",3904444,"Nelsonville-York City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,97,"High School","Mathematics"
"2018-2019","OHIO",3904445,"Newark City",583,"Performance on Statewide Mathematics Assessment","47",47,47,461,"High School","Mathematics"
"2018-2019","OHIO",3904446,"New Boston Local",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,30,"High School","Mathematics"
"2018-2019","OHIO",3904447,"New Lexington School District",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,126,"High School","Mathematics"
"2018-2019","OHIO",3904448,"New Philadelphia City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,223,"High School","Mathematics"
"2018-2019","OHIO",3904449,"Niles City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,181,"High School","Mathematics"
"2018-2019","OHIO",3904450,"North Canton City",583,"Performance on Statewide Mathematics Assessment","61",61,61,338,"High School","Mathematics"
"2018-2019","OHIO",3904451,"North College Hill City",583,"Performance on Statewide Mathematics Assessment","LE20",0,20,26,"High School","Mathematics"
"2018-2019","OHIO",3904452,"North Olmsted City",583,"Performance on Statewide Mathematics Assessment","45",45,45,307,"High School","Mathematics"
"2018-2019","OHIO",3904453,"North Ridgeville City",583,"Performance on Statewide Mathematics Assessment","57",57,57,328,"High School","Mathematics"
"2018-2019","OHIO",3904454,"North Royalton City",583,"Performance on Statewide Mathematics Assessment","75",75,75,370,"High School","Mathematics"
"2018-2019","OHIO",3904455,"Norton City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,179,"High School","Mathematics"
"2018-2019","OHIO",3904456,"Norwalk City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,212,"High School","Mathematics"
"2018-2019","OHIO",3904457,"Norwood City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,132,"High School","Mathematics"
"2018-2019","OHIO",3904458,"Oakwood City",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,166,"High School","Mathematics"
"2018-2019","OHIO",3904459,"Oberlin City Schools",583,"Performance on Statewide Mathematics Assessment","40-49",40,49,59,"High School","Mathematics"
"2018-2019","OHIO",3904460,"Oregon City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,270,"High School","Mathematics"
"2018-2019","OHIO",3904461,"Orrville City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,122,"High School","Mathematics"
"2018-2019","OHIO",3904463,"Parma City",583,"Performance on Statewide Mathematics Assessment","48",48,48,834,"High School","Mathematics"
"2018-2019","OHIO",3904464,"Piqua City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,259,"High School","Mathematics"
"2018-2019","OHIO",3904465,"Port Clinton City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,145,"High School","Mathematics"
"2018-2019","OHIO",3904467,"Princeton City",583,"Performance on Statewide Mathematics Assessment","33",33,33,337,"High School","Mathematics"
"2018-2019","OHIO",3904468,"Ravenna City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,178,"High School","Mathematics"
"2018-2019","OHIO",3904469,"Reading Community City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,127,"High School","Mathematics"
"2018-2019","OHIO",3904470,"Rocky River City",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,202,"High School","Mathematics"
"2018-2019","OHIO",3904471,"St Bernard-Elmwood Place City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,83,"High School","Mathematics"
"2018-2019","OHIO",3904472,"St Marys City",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,162,"High School","Mathematics"
"2018-2019","OHIO",3904474,"Sandusky City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,201,"High School","Mathematics"
"2018-2019","OHIO",3904475,"Shaker Heights City",583,"Performance on Statewide Mathematics Assessment","60",60,60,386,"High School","Mathematics"
"2018-2019","OHIO",3904476,"Sheffield-Sheffield Lake City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,126,"High School","Mathematics"
"2018-2019","OHIO",3904479,"South Euclid-Lyndhurst City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,256,"High School","Mathematics"
"2018-2019","OHIO",3904480,"South-Western City",583,"Performance on Statewide Mathematics Assessment","42",42,42,1748,"High School","Mathematics"
"2018-2019","OHIO",3904481,"Springfield City School District",583,"Performance on Statewide Mathematics Assessment","9",9,9,511,"High School","Mathematics"
"2018-2019","OHIO",3904482,"Steubenville City",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,181,"High School","Mathematics"
"2018-2019","OHIO",3904483,"Stow-Munroe Falls City School District",583,"Performance on Statewide Mathematics Assessment","58",58,58,481,"High School","Mathematics"
"2018-2019","OHIO",3904484,"Strongsville City",583,"Performance on Statewide Mathematics Assessment","80",80,80,437,"High School","Mathematics"
"2018-2019","OHIO",3904485,"Struthers City",583,"Performance on Statewide Mathematics Assessment","30-34",30,34,104,"High School","Mathematics"
"2018-2019","OHIO",3904486,"Sycamore Community City",583,"Performance on Statewide Mathematics Assessment","70",70,70,411,"High School","Mathematics"
"2018-2019","OHIO",3904487,"Sylvania Schools",583,"Performance on Statewide Mathematics Assessment","68",68,68,600,"High School","Mathematics"
"2018-2019","OHIO",3904488,"Tallmadge City",583,"Performance on Statewide Mathematics Assessment","70-74",70,74,179,"High School","Mathematics"
"2018-2019","OHIO",3904489,"Tiffin City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,201,"High School","Mathematics"
"2018-2019","OHIO",3904490,"Toledo City",583,"Performance on Statewide Mathematics Assessment","21",21,21,1593,"High School","Mathematics"
"2018-2019","OHIO",3904491,"Toronto City",583,"Performance on Statewide Mathematics Assessment","50-59",50,59,55,"High School","Mathematics"
"2018-2019","OHIO",3904492,"Troy City",583,"Performance on Statewide Mathematics Assessment","62",62,62,365,"High School","Mathematics"
"2018-2019","OHIO",3904493,"Upper Arlington City",583,"Performance on Statewide Mathematics Assessment","84",84,84,458,"High School","Mathematics"
"2018-2019","OHIO",3904494,"Urbana City",583,"Performance on Statewide Mathematics Assessment","65-69",65,69,77,"High School","Mathematics"
"2018-2019","OHIO",3904495,"Vandalia-Butler City",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,197,"High School","Mathematics"
"2018-2019","OHIO",3904498,"Wapakoneta City",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,239,"High School","Mathematics"
"2018-2019","OHIO",3904499,"Warren City",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,296,"High School","Mathematics"
"2018-2019","OHIO",3904500,"Warrensville Heights City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,132,"High School","Mathematics"
"2018-2019","OHIO",3904502,"Wellston City",583,"Performance on Statewide Mathematics Assessment","45-49",45,49,100,"High School","Mathematics"
"2018-2019","OHIO",3904503,"Wellsville Local",583,"Performance on Statewide Mathematics Assessment","20-24",20,24,65,"High School","Mathematics"
"2018-2019","OHIO",3904504,"Westerville City",583,"Performance on Statewide Mathematics Assessment","63",63,63,1255,"High School","Mathematics"
"2018-2019","OHIO",3904505,"West Carrollton City",583,"Performance on Statewide Mathematics Assessment","15-19",15,19,225,"High School","Mathematics"
"2018-2019","OHIO",3904506,"Westlake City",583,"Performance on Statewide Mathematics Assessment","60-64",60,64,241,"High School","Mathematics"
"2018-2019","OHIO",3904507,"Whitehall City",583,"Performance on Statewide Mathematics Assessment","10-14",10,14,269,"High School","Mathematics"
"2018-2019","OHIO",3904508,"Wickliffe City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,114,"High School","Mathematics"
"2018-2019","OHIO",3904509,"Willard City",583,"Performance on Statewide Mathematics Assessment","25-29",25,29,153,"High School","Mathematics"
"2018-2019","OHIO",3904510,"Willoughby-Eastlake City",583,"Performance on Statewide Mathematics Assessment","46",46,46,540,"High School","Mathematics"
"2018-2019","OHIO",3904511,"Wilmington City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,221,"High School","Mathematics"
"2018-2019","OHIO",3904513,"Worthington City",583,"Performance on Statewide Mathematics Assessment","61",61,61,730,"High School","Mathematics"
"2018-2019","OHIO",3904514,"Wyoming City",583,"Performance on Statewide Mathematics Assessment","90-94",90,94,155,"High School","Mathematics"
"2018-2019","OHIO",3904515,"Xenia Community City",583,"Performance on Statewide Mathematics Assessment","31",31,31,329,"High School","Mathematics"
"2018-2019","OHIO",3904516,"Youngstown City",583,"Performance on Statewide Mathematics Assessment","13",13,13,364,"High School","Mathematics"
"2018-2019","OHIO",3904517,"Zanesville City",583,"Performance on Statewide Mathematics Assessment","35-39",35,39,237,"High School","Mathematics"
"2018-2019","OHIO",3904518,"Ada Exempted Village",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,66,"High School","Mathematics"
"2018-2019","OHIO",3904519,"Amherst Exempted Village",583,"Performance on Statewide Mathematics Assessment","55-59",55,59,288,"High School","Mathematics"
"2018-2019","OHIO",3904520,"Barnesville Exempted Village",583,"Performance on Statewide Mathematics Assessment","40-44",40,44,95,"High School","Mathematics"
"2018-2019","OHIO",3904521,"Bluffton Exempted Village",583,"Performance on Statewide Mathematics Assessment","80-84",80,84,88,"High School","Mathematics"
